阶段,分组,小组排名,球队,球员姓名,位置,号码,国籍,出生日期,年龄,身高(cm),体重(kg),球员来源ID,照片URL
世界杯小组赛,Group L,1,England,Jarell QUANSAH,DF,26,ENG,2003/1/29,23,190,79,463809,https://digitalhub.fifa.com/transform/60c5fb68-c640-45dc-a493-75e1d9f3450c/QUANSAH-Jarell_463809
世界杯小组赛,Group L,1,England,Declan RICE,MF,4,ENG,1999/1/14,27,185,76,433097,https://digitalhub.fifa.com/transform/acb98657-fa9b-4202-bc38-075a97b5bf78/RICE-Declan_433097
世界杯小组赛,Group L,1,England,Elliot ANDERSON,MF,8,ENG,2002/11/6,23,179,69,481610,https://digitalhub.fifa.com/transform/8da5855f-c957-4151-94a0-731e9714249f/ANDERSON-Elliot_481610
世界杯小组赛,Group L,1,England,Jude BELLINGHAM,MF,10,ENG,2003/6/29,22,183,75,448202,https://digitalhub.fifa.com/transform/d711b37f-ec06-4ea7-bb52-50ba0a42ef67/BELLINGHAM-Jude_448202
世界杯小组赛,Group L,1,England,Jordan HENDERSON,MF,14,ENG,1990/6/17,36,183,82,356189,https://digitalhub.fifa.com/transform/95e802dd-2731-42ff-97ce-b92c47954fa1/HENDERSON-Jordan_356189
世界杯小组赛,Group L,1,England,Kobbie MAINOO,MF,16,ENG,2005/4/19,21,183,71,482621,https://digitalhub.fifa.com/transform/add399f5-3af6-4ce6-b078-8595e805f1be/MAINOO-Kobbie_482621
世界杯小组赛,Group L,1,England,Morgan ROGERS,MF,17,ENG,2002/7/26,23,187,80,492716,https://digitalhub.fifa.com/transform/426bfdb9-3999-4826-81b8-dd33691a45a2/ROGERS-Morgan_492716
世界杯小组赛,Group L,1,England,Eberechi EZE,MF,21,ENG,1998/6/29,27,178,73,473113,https://digitalhub.fifa.com/transform/c08bf1d9-1dce-4862-b810-2f9e198a4950/EZE-Eberechi_473113
世界杯小组赛,Group L,1,England,Bukayo SAKA,FW,7,ENG,2001/9/5,24,178,65,448196,https://digitalhub.fifa.com/transform/b1182d25-62ad-4ad8-8bae-2b7577569484/MUMIN-Abdul_441336
世界杯小组赛,Group L,1,England,Harry KANE,FW,9,ENG,1993/7/28,32,190,91,369419,https://digitalhub.fifa.com/transform/5ad83fe6-1139-4f92-a97c-669052eb1755/KANE-Harry_369419
世界杯小组赛,Group L,1,England,Marcus RASHFORD,FW,11,ENG,1997/10/31,28,180,78,401470,https://digitalhub.fifa.com/transform/1c89a3e5-8d8f-474f-a0fe-8c39faa3dc8d/RASHFORD-Marcus_401470
世界杯小组赛,Group L,1,England,Anthony GORDON,FW,18,ENG,2001/2/24,25,182,68,448189,https://digitalhub.fifa.com/transform/bb7bbfe0-791d-408e-a2c2-f33156fce3e8/GORDON-Anthony_448189
世界杯小组赛,Group L,1,England,Ollie WATKINS,FW,19,ENG,1995/12/30,30,180,70,448203,https://digitalhub.fifa.com/transform/876d6c91-be07-4b54-a86d-d73e2ef52d8f/WATKINS-Ollie_448203
世界杯小组赛,Group L,1,England,Noni MADUEKE,FW,20,ENG,2002/3/10,24,182,83,489732,https://digitalhub.fifa.com/transform/115733f4-8e52-477a-867f-063f1e2c7752/MADUEKE-Noni_489732
世界杯小组赛,Group L,1,England,Ivan TONEY,FW,22,ENG,1996/3/16,30,185,85,448198,https://digitalhub.fifa.com/transform/720c0b56-6b1c-49aa-8c9d-5aec2c23c673/TONEY-Ivan_448198
世界杯小组赛,Group I,1,France,Brice SAMBA,GK,1,FRA,1994/4/25,32,187,85,483471,https://digitalhub.fifa.com/transform/99fa69d0-8c6e-4c11-a78c-98a70aa322f8/SAMBA-Brice_483471
世界杯小组赛,Group I,1,France,Mike MAIGNAN,GK,16,FRA,1995/7/3,30,191,86,448332,https://digitalhub.fifa.com/transform/3f92a933-a22d-4f58-8f4f-b51370aeacf4/MAIGNAN-Mike_448332
世界杯小组赛,Group I,1,France,Robin RISSER,GK,23,FRA,2004/12/2,21,193,81,464127,https://digitalhub.fifa.com/transform/834e2e38-78ec-4e02-98a8-dbc085a9637c/RISSER-Robin_464127
世界杯小组赛,Group I,1,France,Malo GUSTO,DF,2,FRA,2003/5/19,23,179,77,464055,https://digitalhub.fifa.com/transform/a747375e-cd17-4ef2-8241-fa7b9a7dab2b/GUSTO-Malo_464055
世界杯小组赛,Group I,1,France,Lucas Digne,DF,3,FRA,1993/7/20,32,178,72,368860,https://digitalhub.fifa.com/transform/70e09388-6736-4f6c-85cf-0aa2017a6b18/DIGNE-Lucas_368860
世界杯小组赛,Group I,1,France,Dayot UPAMECANO,DF,4,FRA,1998/10/27,27,186,87,389876,https://digitalhub.fifa.com/transform/daae69ae-72e0-4e42-812f-d19d74d12478/UPAMECANO-Dayot_389876
世界杯小组赛,Group I,1,France,Jules KOUNDE,DF,5,FRA,1998/11/12,27,178,82,430707,https://digitalhub.fifa.com/transform/31b384b6-20b7-4629-ab33-aa67cf403fc3/KOUNDE-Jules_430707
世界杯小组赛,Group I,1,France,Ibrahima KONATE,DF,15,FRA,1999/5/25,27,194,95,419166,https://digitalhub.fifa.com/transform/de7e635e-41b2-4383-9fbf-d38e6c737d51/KONATE-Ibrahima_419166
世界杯小组赛,Group I,1,France,William SALIBA,DF,17,FRA,2001/3/24,25,192,85,419177,https://digitalhub.fifa.com/transform/242125e7-67c3-4fcd-b0cc-6c5984c319f4/SALIBA-William_419177
世界杯小组赛,Group I,1,France,Theo HERNANDEZ,DF,19,FRA,1997/10/6,28,184,87,408042,https://digitalhub.fifa.com/transform/6f76533f-feca-4811-a010-e6e296b29db8/HERNANDEZ-Theo_408042
世界杯小组赛,Group I,1,France,Lucas HERNANDEZ,DF,21,FRA,1996/2/14,30,184,80,411470,https://digitalhub.fifa.com/transform/6ce8ced5-3b91-4a38-80ca-730e4a2ceb57/HERNANDEZ-Lucas_411470
世界杯小组赛,Group I,1,France,Maxence Lacroix,DF,26,FRA,2000/4/6,26,192,83,405881,https://digitalhub.fifa.com/transform/a250ee2e-c181-46bb-b565-27d12a7b1878/LACROIX-Maxence_405881
世界杯小组赛,Group I,1,France,Manu KONE,MF,6,FRA,2001/5/17,25,185,81,485677,https://digitalhub.fifa.com/transform/fab8dcfa-7c16-4c88-adeb-51cf932e3abc/KONE-Manu_485677
世界杯小组赛,Group I,1,France,Aurelien TCHOUAMENI,MF,8,FRA,2000/1/27,26,188,82,405893,https://digitalhub.fifa.com/transform/8575fee6-68ae-4be0-9529-7e5c392e06e6/TCHOUAMENI-Aurelien_405893
世界杯小组赛,Group I,1,France,Ngolo KANTE,MF,13,FRA,1991/3/29,35,171,70,398681,https://digitalhub.fifa.com/transform/355040a8-6b40-452b-92af-7c22f91cb87c/KANTE-Ngolo_398681
世界杯小组赛,Group I,1,France,Adrien RABIOT,MF,14,FRA,1995/4/3,31,191,80,402047,https://digitalhub.fifa.com/transform/2daab6cd-9fc6-4a46-acd6-82974aab8415/RABIOT-Adrien_402047
世界杯小组赛,Group I,1,France,Warren ZAIRE-EMERY,MF,18,FRA,2006/3/8,20,176,74,483549,https://digitalhub.fifa.com/transform/c4237ad3-cb10-4854-b9de-54126267d251/ZAIRE-EMERY-Warren_483549
世界杯小组赛,Group I,1,France,Rayan CHERKI,MF,24,FRA,2003/8/17,22,180,80,431861,https://digitalhub.fifa.com/transform/e1fe82ba-026b-4f05-87ba-c1fb49f670e5/CHERKI-Rayan_431861
世界杯小组赛,Group I,1,France,Maghnes AKLIOUCHE,MF,25,FRA,2002/2/25,24,183,70,485666,https://digitalhub.fifa.com/transform/86a154a1-3ed6-46b8-977c-3a04925c39bc/AKLIOUCHE-Maghnes_485666
世界杯小组赛,Group I,1,France,Ousmane DEMBELE,FW,7,FRA,1997/5/15,29,179,71,398680,https://digitalhub.fifa.com/transform/e6eee717-fd8c-4f8f-a7e0-c4f978fe327f/DEMBELE-Ousmane_398680
世界杯小组赛,Group I,1,France,Marcus THURAM,FW,9,FRA,1997/8/6,28,192,88,403109,https://digitalhub.fifa.com/transform/6d9fa458-dba9-47da-87d9-83749fdfce9d/THURAM-Marcus_403109
世界杯小组赛,Group I,1,France,Kylian MBAPPE,FW,10,FRA,1998/12/20,27,180,81,389867,https://digitalhub.fifa.com/transform/66f6087d-9563-4644-8f10-5614ef6e1e51/MBAPPE-Kylian_389867
世界杯小组赛,Group I,1,France,Michael OLISE,FW,11,FRA,2001/12/12,24,184,76,485655,https://digitalhub.fifa.com/transform/979cc206-e23b-4b21-8d40-843607ba8964/OLISE-Michael_485655
世界杯小组赛,Group I,1,France,Bradley BARCOLA,FW,12,FRA,2002/9/2,23,187,72,484860,https://digitalhub.fifa.com/transform/10e80ef7-3aa9-4c07-9639-e8bc04828d31/BARCOLA-Bradley_484860
世界杯小组赛,Group I,1,France,Desire DOUE,FW,20,FRA,2005/6/3,21,182,81,464114,https://digitalhub.fifa.com/transform/ca4e60df-4c45-48e9-89e4-70ce6ac3b3b1/DOUE-Desire_464114
世界杯小组赛,Group I,1,France,Jean-Philippe MATETA,FW,22,FRA,1997/6/28,29,192,80,403094,https://digitalhub.fifa.com/transform/91ab0f40-08d4-44bc-8b5b-dddb63b440bf/MATETA-Jean-Philippe_403094
世界杯小组赛,Group E,1,Germany,Manuel NEUER,GK,1,GER,1986/3/27,40,193,92,228912,https://digitalhub.fifa.com/transform/e3701d06-66b5-4728-8bad-fea05319b6b8/NEUER-Manuel_228912
世界杯小组赛,Group E,1,Germany,Oliver Baumann,GK,12,GER,1990/6/2,36,187,80,306538,https://digitalhub.fifa.com/transform/9da65f41-ea53-4209-b2f6-c59e69dbc193/BAUMANN-Oliver_306538
世界杯小组赛,Group E,1,Germany,Alexander NUEBEL,GK,21,GER,1996/9/30,29,193,88,429639,https://digitalhub.fifa.com/transform/9d30bb13-c082-4759-90e7-e0bde4305d1f/NUEBEL-Alexander_429639
世界杯小组赛,Group E,1,Germany,Antonio RUEDIGER,DF,2,GER,1993/3/3,33,190,86,379955,https://digitalhub.fifa.com/transform/88c43fe2-0c78-437c-a2bf-388c3673c58c/RUEDIGER-Antonio_379955
世界杯小组赛,Group E,1,Germany,Waldemar ANTON,DF,3,GER,1996/7/20,29,189,82,430658,https://digitalhub.fifa.com/transform/2bdd66d9-f9dc-44ab-8c6e-ededdb004f77/ANTON-Waldemar_430658
世界杯小组赛,Group E,1,Germany,Jonathan TAH,DF,4,GER,1996/2/11,30,195,94,401378,https://digitalhub.fifa.com/transform/34f74ca0-1102-446c-b098-02decdf58b8d/TAH-Jonathan_401378
世界杯小组赛,Group E,1,Germany,Joshua KIMMICH,DF,6,GER,1995/2/8,31,177,74,386413,https://digitalhub.fifa.com/transform/ada33dfd-5b01-4792-88f4-14c06641509e/KIMMICH-Joshua_386413
世界杯小组赛,Group E,1,Germany,Nico SCHLOTTERBECK,DF,15,GER,1999/12/1,26,191,86,430667,https://digitalhub.fifa.com/transform/3ece206c-50ae-4b63-ac21-a174f2fbb35a/SCHLOTTERBECK-Nico_430667
世界杯小组赛,Group E,1,Germany,Nathaniel BROWN,DF,18,GER,2003/6/16,23,176,67,511015,https://digitalhub.fifa.com/transform/68e13808-182e-46b6-a6ec-a54136a57c1b/BROWN-Nathaniel_511015
世界杯小组赛,Group E,1,Germany,David RAUM,DF,22,GER,1998/4/22,28,180,75,430657,https://digitalhub.fifa.com/transform/ce3509c6-13ad-441a-8d05-9d42f8a4578c/RAUM-David_430657
世界杯小组赛,Group E,1,Germany,Malick THIAW,DF,24,GER,2001/8/8,24,194,86,514188,https://digitalhub.fifa.com/transform/eaa37355-0eca-4954-845c-437aa602db42/THIAW-Malick_514188
世界杯小组赛,Group E,1,Germany,Aleksandar PAVLOVIC,MF,5,GER,2004/5/3,22,188,80,484849,https://digitalhub.fifa.com/transform/7cfb5f20-6f8a-4329-97a2-be3cb66fea0f/PAVLOVIC-Aleksandar_484849
世界杯小组赛,Group E,1,Germany,Leon GORETZKA,MF,8,GER,1995/2/6,31,189,82,379953,https://digitalhub.fifa.com/transform/a5e5e083-d89c-4be7-a367-8456e0f8cb35/GORETZKA-Leon_379953
世界杯小组赛,Group E,1,Germany,Jamie LEWELING,MF,9,GER,2001/2/26,25,185,84,491218,https://digitalhub.fifa.com/transform/a53f7aa4-eaba-4bb1-9654-e563adb10d2e/LEWELING-Jamie_491218
世界杯小组赛,Group E,1,Germany,Jamal MUSIALA,MF,10,GER,2003/2/26,23,180,69,429642,https://digitalhub.fifa.com/transform/05f50027-268f-43ff-ba75-1b477b37ca60/MUSIALA-Jamal_429642
世界杯小组赛,Group E,1,Germany,Pascal GROSS,MF,13,GER,1991/6/15,35,181,77,484848,https://digitalhub.fifa.com/transform/c7eaa0cd-48e1-4349-a6d9-dd00553b7913/GROSS-Pascal_484848
世界杯小组赛,Group E,1,Germany,Angelo Stiller,MF,16,GER,2001/4/4,25,183,83,429640,https://digitalhub.fifa.com/transform/69c7b030-2ce8-479c-9cd4-a7d62e48d9a4/STILLER-Angelo_429640
世界杯小组赛,Group E,1,Germany,Florian WIRTZ,MF,17,GER,2003/5/3,23,176,73,430669,https://digitalhub.fifa.com/transform/3a120189-62cc-441f-b862-7fdd2a9abfa4/WIRTZ-Florian_430669
世界杯小组赛,Group E,1,Germany,Leroy SANE,MF,19,GER,1996/1/11,30,183,77,404353,https://digitalhub.fifa.com/transform/097a6749-47b0-4285-a1f9-8aa0ac0e2c12/SANE-Leroy_404353
世界杯小组赛,Group E,1,Germany,Nadiem Amiri,MF,20,GER,1996/10/27,29,178,75,395471,https://digitalhub.fifa.com/transform/3c1dcefe-5f38-479a-ac6a-091a86cb7663/AMIRI-Nadiem_395471
世界杯小组赛,Group E,1,Germany,Felix NMECHA,MF,23,GER,2000/10/10,25,190,89,492363,https://digitalhub.fifa.com/transform/9895941b-9be6-4900-a336-493f1237b0e6/NMECHA-Felix_492363
世界杯小组赛,Group E,1,Germany,Assan OUEDRAOGO,MF,25,GER,2006/5/9,20,191,86,475195,https://digitalhub.fifa.com/transform/3bdd0feb-2965-4dff-9aa1-22b6d769e90d/OUEDRAOGO-Assan_475195
世界杯小组赛,Group E,1,Germany,Kai HAVERTZ,FW,7,GER,1999/6/11,27,190,83,411367,https://digitalhub.fifa.com/transform/1fdd4d11-97d1-4392-b345-5a5eecc54839/HAVERTZ-Kai_411367
世界杯小组赛,Group E,1,Germany,Nick WOLTEMADE,FW,11,GER,2002/2/14,24,198,84,498416,https://digitalhub.fifa.com/transform/e93d4ee5-827d-47bc-b3d5-3f1c38e7293e/WOLTEMADE-Nick_498416
世界杯小组赛,Group E,1,Germany,Maximilian BEIER,FW,14,GER,2002/10/17,23,185,73,484850,https://digitalhub.fifa.com/transform/34e90391-c4b4-4a96-9b57-71c45bb584c2/BEIER-Maximilian_484850
世界杯小组赛,Group E,1,Germany,Deniz UNDAV,FW,26,GER,1996/7/19,29,179,84,484851,https://digitalhub.fifa.com/transform/3ec30e08-a7eb-4781-aea8-0e9ff86ebef1/UNDAV-Deniz_484851
世界杯小组赛,Group L,3,Ghana,Lawrence Ati ZIGI,GK,1,GHA,1996/11/29,29,188,87,386473,https://digitalhub.fifa.com/transform/ff31f89d-7f19-4a3e-b213-6c943ec77fb4/ZIGI-Lawrence-Ati_386473
世界杯小组赛,Group L,3,Ghana,Joseph ANANG,GK,12,GHA,2000/6/8,26,190,74,506277,https://digitalhub.fifa.com/transform/ddb39257-eec9-4097-bc08-6f1dbe034dec/ANANG-Joseph_506277
世界杯小组赛,Group L,3,Ghana,Benjamin ASARE,GK,16,GHA,1992/7/13,33,188,78,494349,https://digitalhub.fifa.com/transform/59f40ed7-650e-48ef-8f42-8a8a326b0504/ASARE-Benjamin_494349
世界杯小组赛,Group L,3,Ghana,Alidu SEIDU,DF,2,GHA,2000/6/4,26,173,68,448522,https://digitalhub.fifa.com/transform/d37bf93a-6fc3-483d-be08-32032b5956bc/SEIDU-Alidu_448522
世界杯小组赛,Group L,3,Ghana,Jonas ADJETEY,DF,4,GHA,2003/12/13,22,188,78,494351,https://digitalhub.fifa.com/transform/59b24298-f09f-4f11-afe4-805c459e6fa2/ADJETEY-Jonas_494351
世界杯小组赛,Group L,3,Ghana,Abdul MUMIN,DF,6,GHA,1998/6/6,28,188,60,441336,https://digitalhub.fifa.com/transform/394452a3-57aa-4ce7-b506-9ba8de7254eb/MUMIN-Abdul_441336
世界杯小组赛,Group L,3,Ghana,Gideon MENSAH,DF,14,GHA,1998/7/18,27,178,64,441333,https://digitalhub.fifa.com/transform/3aed0bc7-4974-4bc1-9cc9-bb764bb91d3e/MENSAH-Gideon_441333
世界杯小组赛,Group L,3,Ghana,Baba RAHMAN,DF,17,GHA,1994/7/2,31,179,75,367536,https://digitalhub.fifa.com/transform/3aa4be07-45b8-4c6c-9c82-e1e7d801e531/RAHMAN-Baba_367536
世界杯小组赛,Group L,3,Ghana,Jerome OPOKU,DF,18,GHA,1998/10/14,27,197,75,486150,https://digitalhub.fifa.com/transform/03ddfb51-4c65-457f-b234-eb2a795b01d2/OPOKU-Jerome_486150
世界杯小组赛,Group L,3,Ghana,Kojo Peprah OPPONG,DF,21,GHA,2004/6/4,22,185,72,511022,https://digitalhub.fifa.com/transform/d83d28af-b1f0-4b41-acec-6b3dfd760fb2/OPPONG-Kojo-Peprah_511022
世界杯小组赛,Group L,3,Ghana,Derrick LUCKASSEN,DF,23,GHA,1995/7/3,30,188,75,520037,https://digitalhub.fifa.com/transform/c70d2790-8764-47a0-8c27-a9e7f74563a0/LUCKASSEN-Derrick_520037
世界杯小组赛,Group L,3,Ghana,Marvin SENAYA,DF,26,GHA,2001/1/28,25,181,78,520039,https://digitalhub.fifa.com/transform/5b3249dc-6e9d-490b-be47-93a59fd3d069/SENAYA-Marvin_520039
世界杯小组赛,Group L,3,Ghana,Caleb YIRENKYI,MF,3,GHA,2006/1/15,20,182,75,506279,https://digitalhub.fifa.com/transform/3c283bda-a2ed-4c1d-9115-aef0cc7dac97/YIRENKYI-Caleb_506279
世界杯小组赛,Group L,3,Ghana,Thomas PARTEY,MF,5,GHA,1993/6/13,33,185,77,369089,https://digitalhub.fifa.com/transform/4973b241-e78b-4c13-b699-66c8c16f882a/PARTEY-Thomas_369089
世界杯小组赛,Group L,3,Ghana,Kwasi SIBO,MF,8,GHA,1998/6/24,28,183,80,507253,https://digitalhub.fifa.com/transform/a61e2a7d-38de-46d5-888b-1ad713a329c4/SIBO-Kwasi_507253
世界杯小组赛,Group L,3,Ghana,Antoine SEMENYO,MF,11,GHA,2000/1/7,26,185,74,448531,https://digitalhub.fifa.com/transform/c0b6a316-ecf6-4944-b8fc-ccdd60b15a5a/SEMENYO-Antoine_448531
世界杯小组赛,Group L,3,Ghana,Elisha OWUSU,MF,15,GHA,1997/11/7,28,182,76,441341,https://digitalhub.fifa.com/transform/7b2e13d2-e407-4c8a-8e7d-e465d933bef5/OWUSU-Elisha_441341
世界杯小组赛,Group L,3,Ghana,Augustine BOAKYE,MF,20,GHA,2000/11/3,25,178,78,523173,https://digitalhub.fifa.com/transform/643463a2-4d0b-477a-889a-21eaf36cdf46/BOAKYE-Augustine_523173
世界杯小组赛,Group L,3,Ghana,Abdul FATAWU,FW,7,GHA,2004/3/8,22,177,73,441342,https://digitalhub.fifa.com/transform/c76bdca8-f959-4934-8ecf-47d38aac600c/ISSAHAKU-Fatawu_441342
世界杯小组赛,Group L,3,Ghana,Jordan AYEW,FW,9,GHA,1991/9/11,34,182,88,353235,https://digitalhub.fifa.com/transform/527a870c-dad4-474a-91a3-3ccac43d3ce7/AYEW-Jordan_353235
世界杯小组赛,Group L,3,Ghana,Brandon THOMAS-ASANTE,FW,10,GHA,1998/12/29,27,182,72,486213,https://digitalhub.fifa.com/transform/d80ceb13-447c-4de1-b0c2-09b570b3e6ef/THOMAS-ASANTE-Brandon_486213
世界杯小组赛,Group L,3,Ghana,Christopher Bonsu BAAH,FW,13,GHA,2004/12/14,21,172,76,494350,https://digitalhub.fifa.com/transform/a4046f4f-5e32-45b7-8ff0-1c42ba9466b7/BAAH-Christopher-Bonsu_494350
世界杯小组赛,Group L,3,Ghana,Inaki WILLIAMS,FW,19,GHA,1994/6/15,32,186,76,411376,https://digitalhub.fifa.com/transform/2335d9cb-66fa-4e9a-a167-834ac3541e00/WILLIAMS-Inaki_411376
世界杯小组赛,Group L,3,Ghana,Kamaldeen SULEMANA,FW,22,GHA,2002/2/15,24,174,68,448523,https://digitalhub.fifa.com/transform/ba6f9998-366d-4e8f-b7ca-e387f1aabdcd/SULEMANA-Kamaldeen_448523
世界杯小组赛,Group L,3,Ghana,Ernest NUAMAH,FW,24,GHA,2003/11/1,22,178,72,448525,https://digitalhub.fifa.com/transform/1561f6b3-4537-41a1-8803-367ec4c80519/NUAMAH-Ernest_448525
世界杯小组赛,Group L,3,Ghana,Prince ADU,FW,25,GHA,2003/9/23,22,179,74,514401,https://digitalhub.fifa.com/transform/fe89d2b1-ecd5-471d-a730-a1704b275019/ADU-Prince_514401
世界杯小组赛,Group C,4,Haiti,Johny Placide,GK,1,HAI,1988/1/29,38,181,76,295922,https://digitalhub.fifa.com/transform/3b4c1123-62c6-4267-9d22-6d138e461a54/PLACIDE-Johny_295922
世界杯小组赛,Group C,4,Haiti,Alexandre PIERRE,GK,12,HAI,2001/2/25,25,190,79,466835,https://digitalhub.fifa.com/transform/68889bed-7acd-4e67-a3bd-a18a300e70a0/PIERRE-Alexandre_466835
世界杯小组赛,Group C,4,Haiti,Josue DUVERGER,GK,23,HAI,2000/4/27,26,187,76,466853,https://digitalhub.fifa.com/transform/7f30e7f0-2c85-4fa5-aa66-09d5bd74f435/DUVERGER-Josue_466853
世界杯小组赛,Group C,4,Haiti,Carlens ARCUS,DF,2,HAI,1996/6/28,30,180,75,397775,https://digitalhub.fifa.com/transform/924dd9c4-2333-4662-be95-df5d3d551368/ARCUS-Carlens_397775
世界杯小组赛,Group C,4,Haiti,Keeto THERMONCY,DF,3,HAI,2006/3/29,20,179,70,506481,https://digitalhub.fifa.com/transform/012553fc-773a-4fca-a30d-468777a287de/THERMONCY-Keeto_506481
世界杯小组赛,Group C,4,Haiti,Ricardo Ade,DF,4,HAI,1990/5/21,36,190,70,275917,https://digitalhub.fifa.com/transform/188e1d63-5bfa-450a-b202-730221c18fe1/ADE-Ricardo_275917
世界杯小组赛,Group C,4,Haiti,Hannes DELCROIX,DF,5,HAI,1999/2/28,27,183,78,448363,https://digitalhub.fifa.com/transform/4b98bc6d-0a33-4ad0-b0fc-18ba00c15e1c/DELCROIX-Hannes_448363
世界杯小组赛,Group C,4,Haiti,Martin EXPERIENCE,DF,8,HAI,1999/3/9,27,178,79,489300,https://digitalhub.fifa.com/transform/d3101d94-a275-4ecc-9b0c-63688841159d/EXPERIENCE-Martin_489300
世界杯小组赛,Group C,4,Haiti,Markhus LACROIX,DF,13,HAI,1993/10/14,32,175,67,466844,https://digitalhub.fifa.com/transform/d7492aa1-5f11-45df-9059-0075ef046a0a/LACROIX-Markhus_466844
世界杯小组赛,Group C,4,Haiti,Garven METUSALA,DF,14,HAI,1999/12/31,26,186,76,466862,https://digitalhub.fifa.com/transform/264fbdf9-369e-4794-b7b4-461fb346a6ab/GARVEN-METUSALA_466862
世界杯小组赛,Group C,4,Haiti,Jean-Kevin DUVERNE,DF,22,HAI,1997/7/12,28,184,77,431781,https://digitalhub.fifa.com/transform/00dad9f5-0949-43df-a856-1ce364adf673/DUVERNE-Jean-Kevin_431781
世界杯小组赛,Group C,4,Haiti,Wilguens PAUGAIN,DF,24,HAI,2001/8/24,24,180,70,498439,https://digitalhub.fifa.com/transform/7f7dae44-300a-405b-81be-f29cef6c0670/PAUGAIN-Wilguens_419172
世界杯小组赛,Group C,4,Haiti,Carl SAINTE,MF,6,HAI,2002/8/9,23,182,75,424556,https://digitalhub.fifa.com/transform/338f9a41-36d4-4f87-8425-9d5fdc30ac35/SAINTE-Carl_424556
世界杯小组赛,Group C,4,Haiti,Jean-Ricner Bellegarde,MF,10,HAI,1998/6/27,28,170,66,430697,https://digitalhub.fifa.com/transform/29f38f6c-fac7-4844-8656-c18527ebe792/BELLEGARDE-Jean-Ricner_430697
世界杯小组赛,Group C,4,Haiti,Danley JEAN JACQUES,MF,17,HAI,2000/5/20,26,182,72,466838,https://digitalhub.fifa.com/transform/948f9361-348d-4c5d-a26f-83205cae2f6b/JEAN-JACQUES-Danley_466838
世界杯小组赛,Group C,4,Haiti,Dominique SIMON,MF,25,HAI,2000/7/29,25,178,70,523215,https://digitalhub.fifa.com/transform/a6ab25e1-5ffa-478b-9a8b-e33411873483/SIMON-Dominique_523215
世界杯小组赛,Group C,4,Haiti,Woodensky PIERRE,MF,26,HAI,2004/12/30,21,177,76,485409,https://digitalhub.fifa.com/transform/72f8c310-2cf0-4329-a479-f2b2871201d7/PIERRE-Woodensky_485409
世界杯小组赛,Group C,4,Haiti,Derrick ETIENNE,FW,7,HAI,1996/11/25,29,178,70,466865,https://digitalhub.fifa.com/transform/1ddc26ef-11b7-4086-8386-49f6c6bf027c/ETIENNE-Derrick_466865
世界杯小组赛,Group C,4,Haiti,Duckens NAZON,FW,9,HAI,1994/4/7,32,181,79,394993,https://digitalhub.fifa.com/transform/93e74f55-211b-4332-8b5c-d328eb02d026/NAZON-Duckens_394993
世界杯小组赛,Group C,4,Haiti,Louicius DEEDSON,FW,11,HAI,2001/2/11,25,178,71,481027,https://digitalhub.fifa.com/transform/3838199f-c956-4b7c-a728-eef76a086a78/DEEDSON-Louicius_481027
世界杯小组赛,Group C,4,Haiti,Ruben PROVIDENCE,FW,15,HAI,2001/7/7,24,178,73,485664,https://digitalhub.fifa.com/transform/c510536e-4614-459d-9780-060a5e3631ad/PROVIDENCE-Ruben_485664
世界杯小组赛,Group C,4,Haiti,Lenny JOSEPH,FW,16,HAI,2000/10/12,25,182,70,485676,https://digitalhub.fifa.com/transform/ffcd4548-d3d0-42ca-a926-95fbda75d26a/JOSEPH-Lenny_485676
世界杯小组赛,Group C,4,Haiti,Wilson Isidor,FW,18,HAI,2000/8/27,25,184,72,405879,https://digitalhub.fifa.com/transform/226c4315-372a-4dcf-8a1c-d4f8dc646419/ISIDOR-Wilson_405879
世界杯小组赛,Group C,4,Haiti,Yassin FORTUNE,FW,19,HAI,1999/1/30,27,186,73,506483,https://digitalhub.fifa.com/transform/8c508739-1d44-49e5-8395-dbba0ff45072/FORTUNE-Yassin_506483
世界杯小组赛,Group C,4,Haiti,Frantzdy Pierrot,FW,20,HAI,1995/3/29,31,194,78,431693,https://digitalhub.fifa.com/transform/0faa5cdb-4727-42be-b2b8-cedf04a37dd6/PIERROT-Frantzdy_431693
世界杯小组赛,Group C,4,Haiti,Josue CASIMIR,FW,21,HAI,2001/9/24,24,178,69,510757,https://digitalhub.fifa.com/transform/4a02cdae-6685-4a04-a779-8472e1b0ee39/CASIMIR-Josue_510757
世界杯小组赛,Group G,3,IR Iran,Alireza BEIRANVAND,GK,1,IRN,1992/9/21,33,195,88,380007,https://digitalhub.fifa.com/transform/c8cf4e84-2bd2-4e20-bb73-c7f14a935b73/BEIRANVAND-Alireza_380007
世界杯小组赛,Group G,3,IR Iran,Payam NIAZMAND,GK,12,IRN,1995/4/6,31,193,93,448507,https://digitalhub.fifa.com/transform/5a4d3867-6d31-4e40-8718-312350b29fb4/NIAZMAND-Payam_448507
世界杯小组赛,Group G,3,IR Iran,Hossein HOSSEINI,GK,22,IRN,1992/6/30,33,189,83,314255,https://digitalhub.fifa.com/transform/65922b90-e1f9-453b-aa7c-b436746fce3c/HOSSEINI-Hossein_314255
世界杯小组赛,Group G,3,IR Iran,Saleh HARDANI,DF,2,IRN,1998/12/26,27,176,68,448505,https://digitalhub.fifa.com/transform/0357126d-f784-46a7-901d-33d54b66598b/HARDANI-Saleh_448505
